genres,avg_rating
Crime|Drama|Film-Noir,3.8823794727874112
Drama|Horror|War,3.8819444444444446
Animation|Drama|Sci-Fi|IMAX,3.8812154696132595
Action|Animation|Drama|Fantasy|Sci-Fi,3.8807106598984773
Action|Adventure|Crime|Drama|Thriller|War,3.879543471939517
Action|Adventure|Animation|Children|Comedy,3.877804505713096
Adventure|Drama|Mystery|Thriller,3.875329236172081
Action|Crime|Film-Noir|Mystery|Thriller,3.8742006330340417
Children|Documentary,3.873956594323873
Comedy|Drama|Fantasy|Mystery,3.873177842565598
Action|Western,3.8726931788645054
Action|Animation|Sci-Fi|Thriller,3.87248322147651
Fantasy|Mystery|Romance|Thriller,3.871559633027523
Action|Adventure|Animation|Comedy|Crime|Mystery,3.8670454545454547
Action|Comedy|Crime|Mystery,3.866105235670453
Drama|Mystery,3.865861486722206
Adventure|Animation|Children|Comedy|Crime,3.862850971922246
Animation|Mystery|Sci-Fi,3.8625192012288787
Children|Drama|Romance,3.8594594594594596
Adventure|Drama|IMAX,3.858557171143423
Action|Adventure|Drama|Musical|Romance|Thriller|War,3.857142857142857
Mystery|Sci-Fi|Thriller,3.8559189346093627
Adventure|Comedy|Fantasy|Romance,3.850964891885608
Animation|Drama|Romance,3.8494880546075083
Children|Drama|Fantasy|Mystery,3.8490543161978663
Comedy|Crime|Drama|Mystery|Romance,3.8483732351135664
Drama|Film-Noir,3.848249478321354
Adventure|Animation|Children|Drama|Sci-Fi,3.8480432972522896
Drama|Film-Noir|Mystery|Thriller,3.842812823164426
Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,3.8412633305988515
Animation|Sci-Fi,3.8410331581075616
Adventure|Drama|Thriller|IMAX,3.8404825737265416
Adventure|Western,3.840407773935853
Comedy|War,3.8398356401384084
Action|Drama|Western,3.838300451429527
Drama|Mystery|Romance|War,3.8381024096385543
Adventure|Animation|Children|Comedy|Fantasy|Romance,3.8367552960178917
Drama|Romance|Sci-Fi|Thriller,3.8351774132010683
Action|Animation|Comedy|Sci-Fi|Western,3.8333333333333335
Drama|Fantasy|Film-Noir|Mystery|Romance|War,3.8333333333333335
Animation|Drama|Fantasy,3.8324824505424377
Fantasy|Western,3.8289855072463768
Drama|Thriller|Western,3.8283858998144713
Animation|Fantasy|Sci-Fi|Thriller,3.8282828282828283
Comedy|Drama|War,3.826007519991527
Animation|Comedy|Romance,3.824884792626728
Adventure|Comedy|Drama|Fantasy|Mystery|Sci-Fi|Thriller,3.820598006644518
Adventure|Animation|Comedy|Fantasy|Romance|Sci-Fi,3.8191489361702127
Adventure|Animation|Drama,3.8182397959183674
Drama|Mystery|War,3.818051575931232
Crime|Drama|Film-Noir|Mystery|Thriller,3.8169051687313114
Adventure|Fantasy|Mystery|Romance|IMAX,3.8153121319199057
Action|Adventure|Animation|Crime|Fantasy,3.8131868131868134
Action|Crime|Drama|Thriller|War,3.811373092926491
Action|Drama|Romance|Western,3.8088071348940913
Adventure|Animation|Children|Drama,3.8078380796967943
Adventure|Animation|Drama|Mystery|Sci-Fi,3.8068181818181817
Action|Drama|Horror,3.8033033033033035
Comedy|Drama|Sci-Fi,3.8030086811749317
Adventure|Comedy|Fantasy,3.801102909498234
Comedy|Crime|Drama|Musical|Romance,3.8
Fantasy|Romance|Thriller,3.8
Action|Comedy|Fantasy|Musical|Romance,3.799382716049383
Adventure|Film-Noir|Sci-Fi|Thriller,3.7988774555659495
Drama|Fantasy|Romance,3.7979246180297284
Comedy|Fantasy|Musical|Romance,3.7974358974358973
Animation|Horror|Mystery|Thriller,3.7959272097053725
Drama|Film-Noir|Thriller,3.7952567449956485
Adventure|Animation|Children|Fantasy|IMAX,3.7938144329896906
Action|Adventure|Comedy|Crime|Mystery|Thriller,3.7937473772555603
Documentary,3.789773250195573
Action|Adventure|Comedy|Musical|Romance|Thriller,3.7884615384615383
Mystery|Romance|Thriller,3.787507608034084
Animation|Comedy|Fantasy|Musical,3.7868753762793497
Action|Adventure|Comedy|Romance|War,3.7857142857142856
Adventure|Comedy|Drama,3.7855518496058216
Drama|Romance|Sci-Fi,3.78467113058334
Adventure|Crime|Drama|Thriller,3.78328173374613
Adventure|Comedy|Crime,3.7831694756554306
Adventure|Animation|Children|Comedy|Fantasy,3.7829132254488265
Action|Adventure|Animation|Sci-Fi,3.7802571860816943
Adventure|Animation|Children|Drama|Musical|IMAX,3.779090046420969
Comedy|Crime|Drama|Mystery,3.7776923076923077
Adventure|Animation|Children|Drama|Fantasy,3.7759813245720215
Action|Animation|Mystery|Sci-Fi,3.7757847533632285
Action|Crime|Drama|Western,3.7736507936507935
Crime|Drama|Film-Noir|Mystery,3.7728242320819114
Adventure|Animation|Drama|Horror,3.7723880597014925
Drama|Mystery|Sci-Fi,3.7711327134404056
Action|Adventure|Drama|Romance|Thriller,3.771124239169352
Comedy|Crime|Thriller,3.768921323193677
Animation|Fantasy|Thriller,3.768433482025715
Adventure|Comedy|Crime|Romance,3.7648181635523406
Fantasy|IMAX,3.764705882352941
Action|Animation|Children,3.764705882352941
Action|Comedy|Fantasy|Horror,3.7634019308943087
Adventure|Animation|Fantasy|Musical|Sci-Fi,3.7625
Drama|Fantasy|Romance|Sci-Fi,3.7620211898940505
Crime|Drama|Horror,3.7615617892342685
Action|Animation|Comedy,3.7593632958801497
Comedy|Crime|Drama,3.757504873294347
Crime|Drama|Western,3.7554623179227358
Children|Drama|Sci-Fi,3.7549103591751822
Action|Crime|Mystery,3.752998909487459
Drama|Film-Noir|Mystery,3.7510799136069113
Documentary|Sci-Fi,3.75
Horror|Mystery|Romance|Sci-Fi,3.75
Action|Animation|Horror|Sci-Fi|Thriller,3.75
Comedy|Drama|Film-Noir|Romance,3.75
Action|Comedy|Romance|Sci-Fi,3.75
Crime|Film-Noir|Mystery|Romance|Thriller,3.75
Children|Crime|Drama,3.75
Action|Romance|War,3.75
Drama|Film-Noir|Musical|Thriller,3.75
Drama|Fantasy|Horror|Thriller|War,3.7481857764876634
Adventure|Drama|Fantasy|IMAX,3.747528071057483
Comedy|Drama|Musical|Romance|War,3.746913580246914
Action|Adventure,3.7466410242900046
Crime|Drama|Mystery|Thriller|War,3.746615087040619
Action|Adventure|Drama,3.7434811224169993
Action|Adventure|Comedy|Drama|Romance|Thriller,3.7402985074626867
Drama|Fantasy|Musical,3.7392871445734883
Crime|Drama|Film-Noir|Romance|Thriller,3.738888888888889
Crime|Drama|Romance,3.7383736336535276
Action|Crime|Drama|Thriller,3.737017327303179
Comedy|Crime|Drama|Musical|Mystery|Romance,3.7366863905325443
Crime|Drama|Romance|War,3.7342709104367136
Animation|Children|Comedy|Fantasy,3.7335526315789473
Children|Comedy|Musical|Romance,3.7315175097276265
Comedy|Drama|Fantasy|Musical,3.7264150943396226
Action|Drama|Mystery|Sci-Fi|Thriller|IMAX,3.725393340651299
Action|Adventure|Comedy|Fantasy|Horror,3.7253187906006895
Crime|Drama|Thriller,3.7251164097438756
Action|Sci-Fi|IMAX,3.7245425188374597
Crime|Documentary,3.723684210526316
Action|Adventure|Sci-Fi|Thriller|War,3.7235853780671007
Adventure|Fantasy|Thriller|IMAX,3.7234557932983448
Action|Musical|Romance,3.7222222222222223
Drama|Romance|War,3.7217476715836737
Action|Animation|Comedy|Sci-Fi,3.721194879089616
Drama|Fantasy|Musical|Romance,3.72100605496041
Action|Romance|War|Western,3.7207504630002415
Adventure|Drama,3.719543032601824
Drama|Mystery|Romance|Thriller,3.7195018547959724
Action|Animation|Drama|Sci-Fi|Thriller,3.7185374149659864
Adventure|Drama|Western,3.7175072999600864
Documentary|Drama,3.7169426919032595
Children|Comedy|Fantasy|Musical,3.715510760266892
Action|Crime|Horror|Sci-Fi|Thriller,3.7153908794788273
Animation|Documentary|Drama|Fantasy,3.7142857142857144
Action|Animation|Children|Comedy|Sci-Fi|IMAX,3.713928794503435
Musical|Romance,3.7129720585025106
Action|Animation|Children|Comedy|IMAX,3.7128469113697404
Documentary|Musical,3.711177371262793
Crime|Drama|Thriller|War,3.7077087794432546
Action|Mystery|Thriller,3.7064415725015225
Documentary|Drama|War,3.70625
Adventure|Animation|Comedy|Fantasy|Musical|Romance,3.7061855670103094
Comedy|Fantasy|Musical|Mystery,3.7058823529411766
Action|Sci-Fi|Thriller|IMAX,3.7043838096469677
Drama|Thriller|War,3.702113624880705
Comedy|Crime|Drama|Film-Noir|Musical,3.6987951807228914
Animation|Comedy|Horror|Musical,3.697674418604651
Crime|Drama|Mystery,3.696106069949784
Adventure|Comedy|War,3.695294117647059
Drama,3.693751269250008
Action|Drama|Thriller|War,3.693595067321002
Animation|Comedy|Sci-Fi,3.6933033202025887
Fantasy,3.6927437641723357
Crime|Film-Noir,3.6890412473736593
Animation|Crime|Mystery|Sci-Fi|Thriller,3.6875
Comedy|Drama|Sci-Fi|War,3.686335403726708
Comedy|Drama|Mystery|Romance,3.686229205175601
Comedy|Crime|Drama|Romance,3.6845620979713014
Action|Fantasy|Horror|Romance,3.6823308270676693
Action|Adventure|Drama|War,3.6815811838206582
Comedy|Drama|Musical|Romance,3.6809784592917123
Mystery|Romance|Sci-Fi,3.68
Adventure|Fantasy|IMAX,3.6798024833405245
Documentary|Musical|War,3.6785714285714284
Animation|Comedy|Thriller,3.6779891304347827
Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,3.673918448533068
Crime|Film-Noir|Romance,3.6739130434782608
Animation|Children|Fantasy|Musical|Romance|IMAX,3.673302407649838
Action|Fantasy|War|IMAX,3.672342000555196
Documentary|IMAX,3.6676488833746896
Documentary|Western,3.6666666666666665
Children|Drama|Mystery,3.6666666666666665
Adventure|Comedy|Documentary|Mystery,3.6666666666666665
Animation|Children|Sci-Fi,3.6666666666666665
Drama|Romance|Thriller|War,3.665925925925926
Adventure|Children|Drama|Fantasy,3.6657866948257656
Animation|Children|Drama,3.6637227920940707
Animation|Children|Comedy|IMAX,3.65946261682243
Action|Animation|Comedy|Romance|Sci-Fi,3.658753709198813
War,3.6564855731739017
Adventure|Animation|Children|Comedy|Drama|Musical|Romance,3.6545775091298327
Action|Animation|Drama|Sci-Fi,3.6545728368017523
Action|Comedy|Horror|Romance|Sci-Fi,3.6527777777777777
Drama|Fantasy,3.6494619088077034
Action|Comedy|Musical,3.648012367491166
Action|Drama|Horror|Thriller,3.6456379942927026
Action|Comedy|Crime|Drama|Sci-Fi,3.6447719014937423
Action|Animation|Crime,3.6436781609195403
Action|Adventure|Animation|Comedy|Fantasy|Sci-Fi,3.643528183716075
Animation|Children|Fantasy|Musical,3.6434121883561055
Action|Adventure|Drama|Mystery|Thriller,3.643302554263101
Action|Drama|Fantasy|War,3.642857142857143
Adventure|Drama|Thriller,3.6422810795949228
Adventure|Animation|Comedy|Sci-Fi,3.6417624521072796
Comedy|Documentary|Musical,3.641566265060241
Adventure|Drama|Romance|War,3.6397379912663754
Animation|Drama|Mystery|Sci-Fi|Thriller,3.6389967637540455
Action|Animation,3.6388606307222786
Action|Animation|Sci-Fi|Western,3.6379310344827585
Children|Comedy|Crime|Drama|Fantasy,3.6377338877338876
Drama|Romance,3.637540992761694
Animation|Fantasy|Horror|Sci-Fi,3.6363636363636362
Comedy|Drama|Fantasy,3.63625528317836
Comedy|Crime|Drama|Horror|Mystery,3.635593220338983
Animation|Crime|Drama|Horror|Mystery,3.6346153846153846
Action|Crime|Thriller|Western,3.6335311572700295
Crime|Film-Noir|Horror|Romance|Thriller,3.6333333333333333
Adventure|Fantasy|Musical,3.6311258278145697
Adventure|Animation|Children|Comedy,3.630901038917569
Adventure|Drama|Mystery,3.6307692307692307
Adventure|Animation|Children|Comedy|Musical,3.6281395865747945
Comedy|Drama|Fantasy|Horror,3.625
Adventure|Crime|Drama|Western,3.625
Action|Adventure|Fantasy|IMAX,3.622731329961321
Crime|Documentary|Drama|War,3.62
Adventure|Fantasy|Thriller,3.617816091954023
Mystery|Sci-Fi,3.617206982543641
Comedy|Drama|Romance,3.616913217632169
Action|Comedy|Drama|Horror|Thriller,3.616883116883117
Comedy|Crime|Mystery|Thriller,3.616145044590274
Children|Drama|War,3.6159420289855073
Drama|Romance|Thriller,3.613966581910643
Animation|Comedy,3.6132701056365177
Documentary|Fantasy,3.61231884057971
Comedy|Documentary,3.6117286316596395
Action|Adventure|Comedy|Drama|War,3.611101919258769
Animation|Children|Drama|Fantasy|Musical,3.6104919509174827
Drama|Fantasy|Mystery|Romance,3.6096966610896923
Adventure|Drama|Sci-Fi|Thriller,3.6092820309401032
Drama|Fantasy|Musical|Mystery|Sci-Fi,3.6067708333333335
Comedy|Documentary|Drama,3.6065013774104684
Adventure|Crime|Drama|Horror|Mystery,3.606060606060606
Children|Drama,3.605406798947443
Children|Drama|Fantasy,3.6048011909931144
Comedy|Drama|Mystery,3.6039110982825804
Comedy|Drama|Fantasy|Mystery|Romance,3.6029411764705883
Drama|Musical|Romance|IMAX,3.601823708206687
Comedy|Drama,3.6007716984983413
Animation|Comedy|Fantasy|Musical|Romance,3.600274411159387
Fantasy|Horror|Mystery|War,3.6
Action|Drama|Fantasy|Horror,3.6
Drama|Romance|Western,3.5994452602382117
Drama|Horror|Mystery|Romance|Thriller,3.5984375
Action|Adventure|Comedy|Crime|Drama,3.5981182795698925
Action|Animation|Crime|Thriller,3.597826086956522
Adventure|Fantasy|Musical|Romance,3.5972222222222223
Comedy|Crime|Drama|Musical,3.5968768414849737
Adventure|Drama|Sci-Fi,3.5960338629247364
Drama|Sci-Fi,3.59582987347473
Action|Animation|Crime|Drama|Film-Noir|Mystery|Sci-Fi|Thriller,3.595744680851064
Action|Sci-Fi|Thriller,3.5953952028712366
Fantasy|Romance|Sci-Fi,3.5952380952380953
Adventure|Crime|Drama,3.594938942613115
Adventure|Animation|Children|Comedy|Fantasy|Musical|Romance,3.593867924528302
Documentary|Mystery,3.5931098696461823
Comedy|Drama|Romance|Western,3.589655172413793
Action|Adventure|Thriller|IMAX,3.589603780443475
Adventure|Animation|Children|Comedy|Musical|Romance,3.5879222741005217
Crime|Drama|Romance|Thriller,3.5878974424065495
Action|Animation|Sci-Fi,3.5877862595419847
Adventure|Animation|Comedy|Fantasy|Musical,3.5870850386539335
Action|Adventure|Animation,3.586261980830671
Romance|Sci-Fi|Thriller,3.585884795018163
Drama|Horror|Musical|Thriller,3.584977452085682
Animation|Children|Comedy,3.584908879939936
Animation|Fantasy|Mystery,3.5847457627118646
Action|Adventure|War|Western,3.584070796460177
Animation|Children|Fantasy|Musical|Romance,3.580923674261776
Animation|Comedy|Drama|Fantasy,3.5803108808290154
Adventure|Animation|Children|Comedy|Drama|Romance,3.576923076923077
Animation|Comedy|Musical,3.576074393191132
Action|Comedy|Crime|Romance,3.5753564154786153
Film-Noir|Horror|Mystery|Thriller,3.574294205052006
Action|Crime|Drama|Horror|Thriller,3.5727748691099475
Animation|Children|Comedy|Drama,3.5725
Action|Crime|Romance|Thriller,3.5719357507238385
Adventure|Comedy|Sci-Fi,3.571928881645674
Action|Animation|Mystery|IMAX,3.5715547703180213
Children|Drama|Fantasy|Musical|Romance,3.5714285714285716
Action|Crime|Drama|Mystery|Thriller,3.5707377417903734
Action|Animation|Crime|Sci-Fi|Thriller,3.5706521739130435
Animation|Drama|Romance|Sci-Fi,3.569832402234637
Adventure|Documentary|Drama,3.568840579710145
Animation|Romance,3.566666666666667
Animation|Drama|Romance|Sci-Fi|War,3.566666666666667
Action|Crime|Mystery|Romance|Thriller,3.5639332870048643
Action|Adventure|Crime|Horror|Thriller,3.5634050880626225
Animation|Drama|Fantasy|Mystery,3.5625
Animation|Fantasy,3.5616641901931647
Comedy|Drama|Romance|Sci-Fi,3.560493827160494
Animation|War,3.5602409638554215
Drama|Mystery|Romance|Sci-Fi|Thriller,3.5577617328519855
Drama|Mystery|Thriller,3.557066370791788
Animation|Children|Musical,3.5567615372246344
Action|Drama|Mystery|Sci-Fi|Thriller,3.5562296858071507
Comedy|Crime|Drama|Mystery|Thriller,3.5559662090813093
Action|Animation|Comedy|Horror,3.5555555555555554
Action|Crime|Mystery|Sci-Fi|Thriller,3.5549591366005067
Action|Drama|Romance,3.5527604488257714
Adventure|Drama|Fantasy|Horror|Sci-Fi,3.5522388059701493
Action|Drama|Sci-Fi,3.5521823040380047
Drama|Sci-Fi|Thriller,3.5494505494505493
Crime|Thriller,3.5493399218231434
Action|Adventure|Animation|Children,3.5492125984251968
Animation|Drama|Sci-Fi|War,3.5478927203065136
Action|Crime|Drama|War,3.546148026730551
Drama|Sci-Fi|IMAX,3.546049188906332
Comedy|Drama|Thriller,3.5460253330421487
Drama|Musical|Romance,3.5448934620627837
Fantasy|Horror|Mystery|Romance,3.5441042394772833
Film-Noir|Thriller,3.541614906832298
Action|Adventure|Drama|Romance|Thriller|Western,3.5388888888888888
Action|Animation|Horror,3.5384615384615383
Animation|Documentary,3.5378548895899056
Adventure|Comedy|Crime|Drama|Romance,3.5359897172236505
Animation|Children|Comedy|Musical,3.535817104149026
Action|Adventure|Animation|Comedy|Drama|Fantasy|Romance,3.5357142857142856
Animation|Children|Musical|IMAX,3.5355386128873585
Western,3.5349639855942376
Animation|Comedy|Drama|Musical,3.534090909090909
Drama|Fantasy|Mystery,3.533798120642619
Action|Adventure|Sci-Fi,3.5327381154681876
Fantasy|Horror|Sci-Fi|Thriller,3.5325102880658434
Horror|Mystery,3.5323916519742506
Children|Comedy|Musical,3.5321514423076925
Musical|Romance|War,3.5318003913894325
Action|Adventure|Animation|Comedy|Sci-Fi,3.53125
Comedy|Drama|Fantasy|Romance,3.529825366865616
Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,3.529693178159069
Adventure|Comedy|Musical|Sci-Fi,3.5277777777777777
Mystery|Sci-Fi|Thriller|IMAX,3.5274174528301887
Thriller,3.525187493016255
Adventure|Children|Comedy|Mystery,3.5245283018867926
Comedy|Drama|Mystery|Sci-Fi|Thriller,3.5240384615384617
Comedy|Fantasy|Romance,3.522417547553466
Action|Crime|Drama,3.5220405068775045
Action|Adventure|Crime|Mystery|Thriller,3.5217391304347827
Comedy|Crime|Romance,3.5211854263417437
Drama|Fantasy|Sci-Fi,3.5204953031596924
Action|Adventure|Animation|Children|Comedy|Fantasy,3.519865696698377
Drama|Musical,3.51984007996002
Horror|Mystery|Sci-Fi|Thriller,3.5181388012618298
Comedy|Crime|Mystery,3.5170666666666666
Drama|Fantasy|Horror|Mystery,3.516949152542373
Action|Adventure|Animation|Drama,3.5167785234899327
Animation|Children|Comedy|Musical|Romance,3.5139219252833356
Action|Crime|Fantasy|Thriller,3.513586298717018
Comedy|Drama|Musical,3.512756337800743
Comedy|Musical,3.512676714569459
Comedy|Crime|Drama|Romance|Thriller,3.51201884682958
Adventure|Horror|Romance|Sci-Fi,3.5113636363636362
Action|Adventure|Sci-Fi|IMAX,3.5089757633849104
Action|Adventure|Drama|Sci-Fi|Thriller,3.5083124518118733
Action|Adventure|Animation|Comedy,3.507990367775832
Action|Horror,3.5076155938349953
Drama|Fantasy|Mystery|Sci-Fi,3.5070202808112323
Crime|Mystery,3.5068299576071595
Action|Adventure|Drama|Fantasy|IMAX,3.5063953488372093
Action|Adventure|Animation|Children|Comedy|Western,3.5062919463087248
Crime|Drama|Mystery|Romance|Thriller,3.504722859954083
Comedy|War|Western,3.504484304932735
Horror|Musical|Thriller,3.5009225092250924
Action|Animation|Fantasy|Sci-Fi,3.500747384155456
Action|Comedy|Drama|Fantasy|Mystery|Sci-Fi|War,3.5
Adventure|Animation|Children|Comedy|Drama|Fantasy|Musical|Romance,3.5
Adventure|Animation|Children|Fantasy|Mystery,3.5
Mystery|Romance|Western,3.5
Musical|War,3.5
Adventure|Children|Comedy|Drama|Fantasy,3.5
Adventure|Children|Documentary|Drama,3.5
Adventure|Comedy|Musical|Romance|Western,3.5
Adventure|Comedy|Mystery|Western,3.5
Fantasy|Mystery|Western,3.5
Adventure|Crime|Drama|Horror|Thriller,3.5
Adventure|Crime|Drama|Romance|Thriller,3.5
Action|Documentary|Drama,3.5
Drama|Musical|War,3.5
Crime|Drama|Mystery|Sci-Fi,3.5
Adventure|Mystery|Romance|Thriller,3.5
Adventure|Mystery|Sci-Fi,3.5
Action|Comedy|Crime|Drama|Musical|Romance,3.5
Children|Romance,3.5
Animation|Comedy|Drama|Mystery,3.5
Children|Fantasy|Horror|Romance,3.5
Crime|Horror|Mystery|Romance|Thriller,3.5
Documentary|Horror|War,3.5
Action|Adventure|Drama|Fantasy|Mystery,3.5
Animation|Romance|Sci-Fi,3.5
Documentary|Drama|Thriller,3.5
Children|Documentary|Drama,3.5
Action|Mystery,3.4998739283913265
Action|Crime|Thriller,3.4969325844504886
Comedy|Crime|Drama|War,3.4962630792227203
Drama|Romance|War|Western,3.4954733017182975
Action|Adventure|Animation|Fantasy,3.4951760733236856
Comedy|Musical|Romance|Western,3.494413407821229
Animation|Children|Drama|Musical,3.493240978661602
Romance|Western,3.4898325358851676
Comedy|Musical|Romance,3.489709231038711
Crime|Drama|Fantasy|Thriller,3.4897003745318353
Drama|Horror|Romance,3.4894894894894897
Sci-Fi|Thriller|IMAX,3.4886246122026887
Action|Drama|Romance|War,3.4862063889297805
Drama|Musical|Romance|War,3.484848484848485
Animation|Children|Fantasy|IMAX,3.4836295603367633
Action|Comedy|Crime|Drama,3.4815514363524556
Action|Adventure|Comedy|Sci-Fi,3.4812488302451805
Comedy|Drama|Horror|Sci-Fi|Thriller,3.4805133079847907
Romance|Sci-Fi,3.4788408463661455
Crime|Drama|Mystery|Thriller,3.4770420758132645
Animation|Comedy|Drama|Fantasy|Sci-Fi,3.4716981132075473
Action|Comedy|Crime|Drama|Horror|Thriller,3.4697120158887786
Animation|Children|Comedy|Romance,3.467980667572874
Drama|Mystery|Romance,3.465035451133046
Thriller|War,3.4623893805309733
Fantasy|Musical|Mystery,3.4615384615384617
Action|Adventure|Animation|Comedy|Fantasy,3.4615384615384617
Adventure|Drama|Horror|Thriller,3.461187214611872
Action|Adventure|Comedy|Fantasy,3.46029624348997
Comedy|Western,3.4596342992936826
Comedy|Crime|Drama|Film-Noir|Thriller,3.4583333333333335
Crime|Drama|Film-Noir|Mystery|Romance,3.4571428571428573
Action|Adventure|Documentary,3.4571428571428573
Comedy|Crime,3.455720815363633
Adventure|Children|Comedy|Musical,3.4553496848659733
Action|Horror|Sci-Fi|Thriller|IMAX,3.4544554455445544
Drama|Thriller,3.4541470534948195
